sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Lajuana Vencill,dambase,Lost,2017-08-25,2017-11-25,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
Niesha Huffines,Stanredtax,Lost,2017-08-25,2017-08-30,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Niesha Huffines,Rangreen,Won,2017-08-25,2017-11-22,63.0,technolgy,1987.0,2938.67,8775.0,Panama,0.0071794871794871795,0.02143826969343274
Rosalina Dieter,Hatfan,Won,2017-08-25,2017-09-13,6391.0,services,1982.0,792.46,1299.0,United States,4.919938414164742,8.064760366453827
Rosie Papadopoulos,Donware,Won,2017-08-25,2017-12-15,58.0,marketing,1999.0,1197.44,2570.0,United States,0.022568093385214007,0.04843666488508819
Versie Hillebrand,Finhigh,Won,2017-08-25,2017-12-04,54.0,finance,2006.0,1102.43,1759.0,United States,0.030699260943718023,0.04898270184955054
Vicki Laflamme,Plexzap,Lost,2017-08-25,2017-11-22,0.0,retail,2001.0,2437.85,4874.0,United States,0.0,0.0
Vicki Laflamme,Rantouch,Won,2017-08-25,2017-11-21,5129.0,telecommunications,1994.0,1188.42,3015.0,United States,1.7011608623548922,4.315814274414769
Violet Mclelland,Vehement Capital Partners,Engaging,2017-08-25,,0.0,finance,1993.0,646.1,883.0,United States,0.0,0.0
Violet Mclelland,Ganjaflex,Lost,2017-08-25,2017-08-30,0.0,retail,1995.0,5158.71,17479.0,Japan,0.0,0.0
Zane Levy,Labdrill,Engaging,2017-08-25,,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Zane Levy,Condax,Engaging,2017-08-25,,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Zane Levy,Hatfan,Won,2017-08-25,2017-11-19,454.0,services,1982.0,792.46,1299.0,United States,0.3494996150885296,0.5728995785276229
Anna Snelling,Bioholding,Won,2017-08-26,2017-11-02,6659.0,medical,2012.0,587.34,1356.0,Philipines,4.910766961651918,11.337555759866516
Cassey Cress,Bioplex,Won,2017-08-26,2017-09-08,572.0,medical,1991.0,326.82,1016.0,United States,0.562992125984252,1.7501988862370725
Corliss Cosme,Bubba Gump,Won,2017-08-26,2017-11-19,1046.0,software,2002.0,987.39,2253.0,United States,0.4642698624056813,1.0593585108214587
Donn Cantrell,Gekko & Co,Won,2017-08-26,2017-12-01,3281.0,retail,1990.0,2520.83,3502.0,United States,0.9368932038834952,1.3015554400733091
Gladys Colclough,Statholdings,Lost,2017-08-26,2017-09-05,0.0,employment,1997.0,291.27,586.0,United States,0.0,0.0
Hayden Neloms,Singletechno,Won,2017-08-26,2017-09-10,3462.0,retail,1996.0,2214.94,5374.0,United States,0.6442128768142911,1.5630220231699279
James Ascencio,Scotfind,Won,2017-08-26,2017-09-06,6029.0,software,1996.0,6354.87,16780.0,United States,0.3592967818831943,0.9487212169564444
Kami Bicknell,Labdrill,Engaging,2017-08-26,,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Kami Bicknell,Finjob,Won,2017-08-26,2017-12-04,566.0,employment,1988.0,2059.9,3644.0,United States,0.1553238199780461,0.27477061993300644
Kary Hendrixson,Fasehatice,Lost,2017-08-26,2017-11-08,0.0,retail,1990.0,4968.91,7523.0,United States,0.0,0.0
Moses Frase,Scottech,Lost,2017-08-26,2017-11-12,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Moses Frase,Isdom,Won,2017-08-26,2017-11-13,1042.0,medical,2002.0,3178.24,4540.0,United States,0.22951541850220264,0.32785440998791787
Reed Clapper,Betasoloin,Won,2017-08-26,2017-11-07,539.0,medical,1999.0,251.41,495.0,United States,1.0888888888888888,2.1439083568672688
Rosalina Dieter,Kan-code,Won,2017-08-26,2017-11-16,56.0,software,1982.0,11698.03,34288.0,United States,0.0016332244517032197,0.004787130824591833
Versie Hillebrand,Gogozoom,Won,2017-08-26,2017-11-28,60.0,telecommunications,2007.0,86.68,187.0,United States,0.32085561497326204,0.692201199815413
Vicki Laflamme,Scotfind,Lost,2017-08-26,2017-08-27,0.0,software,1996.0,6354.87,16780.0,United States,0.0,0.0
Vicki Laflamme,Sunnamplex,Won,2017-08-26,2017-11-04,3966.0,marketing,2008.0,894.37,1593.0,Poland,2.4896421845574386,4.434406341894294
Violet Mclelland,Bluth Company,Lost,2017-08-26,2017-08-27,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
Wilburn Farren,Umbrella Corporation,Won,2017-08-26,2017-11-23,471.0,finance,1998.0,2022.14,5113.0,United States,0.09211813025620966,0.2329215583490757
Anna Snelling,Cancity,Won,2017-08-27,2017-09-05,597.0,retail,2001.0,718.62,2448.0,United States,0.24387254901960784,0.8307589546631042
Anna Snelling,Condax,Won,2017-08-27,2017-11-14,53.0,medical,2017.0,4.54,9.0,United States,5.888888888888889,11.674008810572687
Anna Snelling,Dontechi,Won,2017-08-27,2017-09-13,59.0,software,1982.0,4618.0,10083.0,United States,0.005851433105226619,0.012776093546990039
Cassey Cress,Y-corporation,Engaging,2017-08-27,,0.0,employment,1983.0,2871.35,9561.0,United States,0.0,0.0
Cassey Cress,Bubba Gump,Won,2017-08-27,2017-12-08,606.0,software,2002.0,987.39,2253.0,United States,0.26897470039946736,0.6137392519673077
Corliss Cosme,Lexiqvolax,Engaging,2017-08-27,,0.0,medical,2004.0,1618.89,3889.0,United States,0.0,0.0
Donn Cantrell,Kan-code,Lost,2017-08-27,2017-11-20,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Donn Cantrell,Zotware,Won,2017-08-27,2017-11-25,5305.0,software,1979.0,4478.47,13809.0,United States,0.38416974436961404,1.1845563328547473
Hayden Neloms,Zoomit,Lost,2017-08-27,2017-11-02,0.0,entertainment,1992.0,324.19,978.0,United States,0.0,0.0
Kami Bicknell,Kan-code,Lost,2017-08-27,2017-11-16,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Kami Bicknell,Green-Plus,Won,2017-08-27,2017-09-09,596.0,services,2003.0,692.19,1922.0,United States,0.3100936524453694,0.8610352648839191
Kary Hendrixson,Singletechno,Won,2017-08-27,2017-11-04,545.0,retail,1996.0,2214.94,5374.0,United States,0.10141421659843691,0.24605632658220988
Markita Hansen,Labdrill,Won,2017-08-27,2017-08-29,548.0,medical,1985.0,2741.37,9226.0,United States,0.05939735530023846,0.1999000499750125
Marty Freudenburg,Finhigh,Lost,2017-08-27,2017-12-15,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Reed Clapper,Umbrella Corporation,Won,2017-08-27,2017-09-21,415.0,finance,1998.0,2022.14,5113.0,United States,0.08116565617054566,0.20522812466001364
Vicki Laflamme,Singletechno,Won,2017-08-27,2017-08-28,3754.0,retail,1996.0,2214.94,5374.0,United States,0.6985485671752885,1.6948540366781943
Zane Levy,Plusstrip,Won,2017-08-27,2017-11-29,498.0,entertainment,2002.0,349.81,315.0,United States,1.5809523809523809,1.4236299705554443
Boris Faz,Condax,Won,2017-08-28,2017-12-21,489.0,medical,2017.0,4.54,9.0,United States,54.333333333333336,107.70925110132158
Boris Faz,Ontomedia,Won,2017-08-28,2017-09-05,1022.0,employment,1997.0,882.12,2769.0,United States,0.3690863127482846,1.1585725298145377
Corliss Cosme,Acme Corporation,Lost,2017-08-28,2017-11-07,0.0,technolgy,1996.0,1100.04,2822.0,United States,0.0,0.0
Darcel Schlecht,Cancity,Won,2017-08-28,2017-09-11,525.0,retail,2001.0,718.62,2448.0,United States,0.21446078431372548,0.7305669199298656
Darcel Schlecht,Codehow,Won,2017-08-28,2017-09-07,1252.0,software,1998.0,2714.9,2641.0,United States,0.47406285497917455,0.46115879037901947
Gladys Colclough,dambase,Lost,2017-08-28,2017-11-25,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
Gladys Colclough,Conecom,Won,2017-08-28,2017-09-11,63.0,technolgy,2005.0,1520.66,1806.0,United States,0.03488372093023256,0.041429379348440806
Hayden Neloms,J-Texon,Lost,2017-08-28,2017-11-11,0.0,retail,1989.0,1388.67,3583.0,United States,0.0,0.0
Kami Bicknell,Zoomit,Won,2017-08-28,2017-12-28,474.0,entertainment,1992.0,324.19,978.0,United States,0.48466257668711654,1.4621055553841884
Kami Bicknell,Xx-holding,Won,2017-08-28,2017-11-19,1132.0,finance,1993.0,7537.24,20293.0,United States,0.05578278224018134,0.15018760182772475
Lajuana Vencill,Warephase,Lost,2017-08-28,2017-09-14,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Lajuana Vencill,dambase,Won,2017-08-28,2017-11-12,1215.0,marketing,1995.0,2173.98,2928.0,United States,0.4149590163934426,0.5588827864101785
Markita Hansen,Kan-code,Won,2017-08-28,2017-09-27,1081.0,software,1982.0,11698.03,34288.0,United States,0.03152706486234251,0.09240872181042449
Markita Hansen,Sonron,Won,2017-08-28,2017-11-07,49.0,telecommunications,1999.0,1699.85,5108.0,United States,0.009592795614722005,0.028826072888784308
Maureen Marcano,Hottechi,Won,2017-08-28,2017-09-14,653.0,technolgy,1997.0,8170.38,16499.0,Korea,0.03957815625189406,0.07992284324596897
Moses Frase,Rundofase,Lost,2017-08-28,2017-11-30,0.0,technolgy,1983.0,1008.06,1238.0,United States,0.0,0.0
Moses Frase,Genco Pura Olive Oil Company,Lost,2017-08-28,2017-11-27,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Niesha Huffines,Rundofase,Won,2017-08-28,2017-09-13,1105.0,technolgy,1983.0,1008.06,1238.0,United States,0.8925686591276252,1.0961649108188005
Reed Clapper,The New York Inquirer,Won,2017-08-28,2017-09-21,948.0,medical,1996.0,439.21,792.0,United States,1.196969696969697,2.1584208009835844
Vicki Laflamme,Zoomit,Lost,2017-08-28,2017-09-10,0.0,entertainment,1992.0,324.19,978.0,United States,0.0,0.0
Violet Mclelland,Bluth Company,Lost,2017-08-28,2017-11-11,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
Anna Snelling,Streethex,Lost,2017-08-29,2017-09-05,0.0,retail,1988.0,1376.8,1165.0,Belgium,0.0,0.0
Anna Snelling,Gogozoom,Won,2017-08-29,2017-12-03,44.0,telecommunications,2007.0,86.68,187.0,United States,0.23529411764705882,0.5076142131979695
Cassey Cress,Rantouch,Engaging,2017-08-29,,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0.0,0.0
Cassey Cress,Opentech,Won,2017-08-29,2017-11-15,4343.0,finance,1994.0,355.23,853.0,United States,5.091441969519344,12.225881823044224
Cecily Lampkin,Treequote,Won,2017-08-29,2017-09-13,5096.0,telecommunications,1988.0,5266.09,8595.0,United States,0.5929028504944736,0.9677008938320462
Cecily Lampkin,Warephase,Won,2017-08-29,2017-09-30,4994.0,services,1997.0,2041.73,5276.0,United States,0.9465504169825626,2.4459649414956925
Corliss Cosme,Donquadtech,Won,2017-08-29,2017-12-01,1251.0,technolgy,1992.0,1712.68,3194.0,United States,0.39167188478396997,0.7304341733423639
Donn Cantrell,Gekko & Co,Won,2017-08-29,2017-11-11,602.0,retail,1990.0,2520.83,3502.0,United States,0.17190177041690463,0.23881023313749836
Donn Cantrell,Sumace,Won,2017-08-29,2017-09-08,600.0,retail,2000.0,167.89,493.0,Romania,1.2170385395537526,3.573768538924296
Donn Cantrell,Yearin,Won,2017-08-29,2017-09-09,595.0,retail,2005.0,2261.05,3851.0,United States,0.15450532329265126,0.26315207536321616
Elease Gluck,Sonron,Lost,2017-08-29,2017-11-25,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0.0,0.0
Gladys Colclough,Codehow,Lost,2017-08-29,2017-11-01,0.0,software,1998.0,2714.9,2641.0,United States,0.0,0.0
Hayden Neloms,Hottechi,Won,2017-08-29,2017-12-31,3064.0,technolgy,1997.0,8170.38,16499.0,Korea,0.18570822474089338,0.3750131572827702
Markita Hansen,Iselectrics,Engaging,2017-08-29,,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Moses Frase,Ron-tech,Lost,2017-08-29,2017-11-16,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Niesha Huffines,Zumgoity,Lost,2017-08-29,2017-11-28,0.0,medical,1984.0,441.08,1210.0,United States,0.0,0.0
Reed Clapper,Acme Corporation,Won,2017-08-29,2017-12-25,5790.0,technolgy,1996.0,1100.04,2822.0,United States,2.0517363571934797,5.263444965637613
Rosie Papadopoulos,Vehement Capital Partners,Won,2017-08-29,2017-09-05,5688.0,finance,1993.0,646.1,883.0,United States,6.44167610419026,8.80359077542176
Versie Hillebrand,Cancity,Won,2017-08-29,2017-11-02,672.0,retail,2001.0,718.62,2448.0,United States,0.27450980392156865,0.9351256575102279
Versie Hillebrand,Bioholding,Won,2017-08-29,2017-12-08,62.0,medical,2012.0,587.34,1356.0,Philipines,0.045722713864306784,0.10556066332958762
Vicki Laflamme,Fasehatice,Won,2017-08-29,2017-12-19,4577.0,retail,1990.0,4968.91,7523.0,United States,0.6084009038947229,0.9211275712379576
Anna Snelling,Funholding,Lost,2017-08-30,2017-11-19,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Anna Snelling,Warephase,Won,2017-08-30,2017-12-26,1118.0,services,1997.0,2041.73,5276.0,United States,0.21190295678544352,0.547574850739324
Anna Snelling,Statholdings,Won,2017-08-30,2017-09-08,55.0,employment,1997.0,291.27,586.0,United States,0.09385665529010238,0.18882823497098913
Boris Faz,Ganjaflex,Won,2017-08-30,2017-12-21,5052.0,retail,1995.0,5158.71,17479.0,Japan,0.289032553349734,0.9793145960908832
Boris Faz,Zotware,Won,2017-08-30,2017-09-04,4023.0,software,1979.0,4478.47,13809.0,United States,0.2913317401694547,0.8982978561874926
Cassey Cress,Iselectrics,Won,2017-08-30,2017-09-08,57.0,technolgy,2011.0,527.11,1428.0,United States,0.03991596638655462,0.10813682153630172
Corliss Cosme,Gekko & Co,Won,2017-08-30,2017-11-23,59.0,retail,1990.0,2520.83,3502.0,United States,0.01684751570531125,0.023404989626432563
Daniell Hammack,Xx-zobam,Lost,2017-08-30,2017-11-18,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Daniell Hammack,Kinnamplus,Won,2017-08-30,2017-09-07,5544.0,retail,2004.0,702.72,1831.0,United States,3.0278536318951392,7.889344262295082
Darcel Schlecht,Warephase,Lost,2017-08-30,2017-11-15,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Darcel Schlecht,Treequote,Lost,2017-08-30,2017-08-31,0.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0,0.0
Darcel Schlecht,Condax,Won,2017-08-30,2017-09-18,4598.0,medical,2017.0,4.54,9.0,United States,510.8888888888889,1012.7753303964757
Darcel Schlecht,Conecom,Won,2017-08-30,2017-09-10,5008.0,technolgy,2005.0,1520.66,1806.0,United States,2.7729789590254708,3.2933068536030405
Darcel Schlecht,Statholdings,Won,2017-08-30,2017-12-09,3932.0,employment,1997.0,291.27,586.0,United States,6.709897610921502,13.499502180107804
Donn Cantrell,Zathunicon,Won,2017-08-30,2017-12-29,1166.0,retail,2010.0,71.12,144.0,United States,8.097222222222221,16.39482564679415
Gladys Colclough,Ron-tech,Lost,2017-08-30,2017-12-06,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Hayden Neloms,Dalttechnology,Won,2017-08-30,2017-09-06,1195.0,software,2013.0,98.79,96.0,United States,12.447916666666666,12.096366028950298
James Ascencio,Xx-holding,Lost,2017-08-30,2017-11-04,0.0,finance,1993.0,7537.24,20293.0,United States,0.0,0.0
Jonathan Berthelot,Genco Pura Olive Oil Company,Won,2017-08-30,2017-12-23,551.0,retail,2007.0,894.33,1635.0,Italy,0.3370030581039755,0.6161036753770979
Jonathan Berthelot,Globex Corporation,Won,2017-08-30,2017-09-08,623.0,technolgy,2000.0,1223.72,2497.0,Norway,0.24949939927913498,0.5091033896643022
Kary Hendrixson,Kan-code,Lost,2017-08-30,2017-11-16,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Kary Hendrixson,Plexzap,Lost,2017-08-30,2017-11-05,0.0,retail,2001.0,2437.85,4874.0,United States,0.0,0.0
Lajuana Vencill,Genco Pura Olive Oil Company,Lost,2017-08-30,2017-09-10,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Markita Hansen,Labdrill,Lost,2017-08-30,2017-09-19,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Markita Hansen,Xx-holding,Won,2017-08-30,2017-09-15,4592.0,finance,1993.0,7537.24,20293.0,United States,0.22628492583649534,0.609241579145682
Marty Freudenburg,Condax,Won,2017-08-30,2017-12-22,555.0,medical,2017.0,4.54,9.0,United States,61.666666666666664,122.2466960352423
Marty Freudenburg,Dontechi,Won,2017-08-30,2017-11-14,3703.0,software,1982.0,4618.0,10083.0,United States,0.3672518099771893,0.8018622780424426
Maureen Marcano,Scotfind,Won,2017-08-30,2017-12-13,942.0,software,1996.0,6354.87,16780.0,United States,0.05613825983313468,0.1482327726609671
Maureen Marcano,Groovestreet,Won,2017-08-30,2017-12-08,6489.0,retail,2003.0,223.8,299.0,United States,21.702341137123746,28.994638069705093
Niesha Huffines,Cancity,Lost,2017-08-30,2017-11-20,0.0,retail,2001.0,718.62,2448.0,United States,0.0,0.0
Rosalina Dieter,Sunnamplex,Won,2017-08-30,2017-11-17,63.0,marketing,2008.0,894.37,1593.0,Poland,0.03954802259887006,0.07044064537048425
Rosie Papadopoulos,Bubba Gump,Won,2017-08-30,2017-12-08,3974.0,software,2002.0,987.39,2253.0,United States,1.7638703950288503,4.024752124287263
Versie Hillebrand,Conecom,Won,2017-08-30,2017-11-16,66.0,technolgy,2005.0,1520.66,1806.0,United States,0.036544850498338874,0.043402206936461796
Vicki Laflamme,Finjob,Won,2017-08-30,2017-12-14,532.0,employment,1988.0,2059.9,3644.0,United States,0.145993413830955,0.25826496431865625
Zane Levy,Dalttechnology,Won,2017-08-30,2017-12-21,503.0,software,2013.0,98.79,96.0,United States,5.239583333333333,5.091608462394979
Anna Snelling,Zumgoity,Won,2017-08-31,2017-11-24,594.0,medical,1984.0,441.08,1210.0,United States,0.4909090909090909,1.3466944771923461
Cassey Cress,Ganjaflex,Won,2017-08-31,2017-09-02,4958.0,retail,1995.0,5158.71,17479.0,Japan,0.28365467131986954,0.9610929864249008
Cassey Cress,Mathtouch,Won,2017-08-31,2017-11-30,4201.0,marketing,1984.0,3027.46,9516.0,Jordan,0.44146700294241276,1.3876318762262754
Cecily Lampkin,Streethex,Lost,2017-08-31,2017-09-13,0.0,retail,1988.0,1376.8,1165.0,Belgium,0.0,0.0
Corliss Cosme,Plussunin,Lost,2017-08-31,2017-11-13,0.0,retail,2003.0,1419.98,4018.0,United States,0.0,0.0
Daniell Hammack,Mathtouch,Lost,2017-08-31,2017-11-06,0.0,marketing,1984.0,3027.46,9516.0,Jordan,0.0,0.0
Darcel Schlecht,Finhigh,Won,2017-08-31,2017-09-10,5293.0,finance,2006.0,1102.43,1759.0,United States,3.009096077316657,4.801211868327241
Donn Cantrell,Ganjaflex,Won,2017-08-31,2017-11-26,4456.0,retail,1995.0,5158.71,17479.0,Japan,0.2549344928199554,0.8637818369321012
Hayden Neloms,Newex,Lost,2017-08-31,2017-11-18,0.0,services,1991.0,1012.72,3492.0,Germany,0.0,0.0
Jonathan Berthelot,Globex Corporation,Lost,2017-08-31,2017-11-18,0.0,technolgy,2000.0,1223.72,2497.0,Norway,0.0,0.0
Jonathan Berthelot,Globex Corporation,Won,2017-08-31,2017-12-20,525.0,technolgy,2000.0,1223.72,2497.0,Norway,0.21025230276331597,0.42901971039126596
Kami Bicknell,Opentech,Engaging,2017-08-31,,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Kary Hendrixson,Finhigh,Engaging,2017-08-31,,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Marty Freudenburg,Dontechi,Won,2017-08-31,2017-09-16,4809.0,software,1982.0,4618.0,10083.0,United States,0.4769413864921154,1.0413598960589
Moses Frase,Warephase,Won,2017-08-31,2017-12-17,1374.0,services,1997.0,2041.73,5276.0,United States,0.2604245640636846,0.6729587163826755
Moses Frase,Scottech,Won,2017-08-31,2017-11-08,57.0,marketing,2012.0,45.39,100.0,United States,0.57,1.255783212161269
Versie Hillebrand,Zumgoity,Won,2017-08-31,2017-09-15,552.0,medical,1984.0,441.08,1210.0,United States,0.456198347107438,1.2514736555726853
Versie Hillebrand,Toughzap,Won,2017-08-31,2017-09-03,59.0,retail,1995.0,332.43,799.0,United States,0.07384230287859825,0.17748097343801703
Versie Hillebrand,Betatech,Won,2017-08-31,2017-09-30,4011.0,medical,1986.0,647.18,1185.0,Kenya,3.3848101265822783,6.197657529589914
Vicki Laflamme,Rantouch,Won,2017-08-31,2017-12-20,54.0,telecommunications,1994.0,1188.42,3015.0,United States,0.01791044776119403,0.04543848134497905
Vicki Laflamme,Green-Plus,Won,2017-08-31,2017-09-07,3337.0,services,2003.0,692.19,1922.0,United States,1.7362122788761707,4.820930669324896
Violet Mclelland,Yearin,Won,2017-08-31,2017-09-22,60.0,retail,2005.0,2261.05,3851.0,United States,0.015580368735393405,0.026536343734105832
Zane Levy,Blackzim,Won,2017-08-31,2017-11-19,1011.0,retail,2009.0,497.11,1588.0,United States,0.6366498740554156,2.033755104504033
Anna Snelling,Stanredtax,Won,2017-09-01,2017-12-03,514.0,finance,1987.0,1698.2,3798.0,United States,0.13533438651922064,0.3026734189141444
Anna Snelling,Streethex,Won,2017-09-01,2017-11-13,1060.0,retail,1988.0,1376.8,1165.0,Belgium,0.9098712446351931,0.7699012202208019
Anna Snelling,Treequote,Won,2017-09-01,2017-11-08,58.0,telecommunications,1988.0,5266.09,8595.0,United States,0.006748109365910413,0.011013864176267402
Cassey Cress,Zotware,Engaging,2017-09-01,,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
Cecily Lampkin,Isdom,Lost,2017-09-01,2017-12-01,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Corliss Cosme,Goodsilron,Engaging,2017-09-01,,0.0,marketing,2000.0,2952.73,5107.0,United States,0.0,0.0
Darcel Schlecht,Isdom,Lost,2017-09-01,2017-09-17,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Darcel Schlecht,Cancity,Won,2017-09-01,2017-09-12,4375.0,retail,2001.0,718.62,2448.0,United States,1.7871732026143792,6.088057666082213
Darcel Schlecht,Rundofase,Won,2017-09-01,2017-12-04,4819.0,technolgy,1983.0,1008.06,1238.0,United States,3.892568659127625,4.780469416502986
Gladys Colclough,Stanredtax,Won,2017-09-01,2017-11-04,5729.0,finance,1987.0,1698.2,3798.0,United States,1.5084254870984728,3.37357201743022
Gladys Colclough,Warephase,Won,2017-09-01,2017-11-06,3447.0,services,1997.0,2041.73,5276.0,United States,0.6533358605003791,1.6882741596587207
